0	1	2
/m/04mvp8	/people/ethnicity/geographic_distribution	/m/0345h
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/02fzs
/m/02fb1n	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02465	/people/person/place_of_birth	/m/04lh6
		
/m/041rx	/people/ethnicity/people	/m/02gyl0
		
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/0430_
		
		
		
		
/m/0428bc	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02lyx4	/people/person/places_lived./people/place_lived/location	/m/05fky
		
/m/041rx	/people/ethnicity/people	/m/03p9hl
/m/02xgdv	/people/deceased_person/place_of_death	/m/04vmp
/m/0222qb	/people/ethnicity/people	/m/04lg6
/m/03xn3s2	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04w391	/people/person/places_lived./people/place_lived/location	/m/0281s1
		
/m/01z5tr	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03pvt	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03f47xl	/people/person/employment_history./business/employment_tenure/company	/m/01w3v
		
/m/02rf51g	/people/deceased_person/place_of_death	/m/030qb3t
/m/02qzjj	/people/person/place_of_birth	/m/030qb3t
		
/m/040nwr	/people/person/languages	/m/055qm
/m/01w61th	/people/person/languages	/m/02h40lc
		
		
/m/027_sn	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/036jp8	/people/person/sibling_s./people/sibling_relationship/sibling	/m/02j4sk
/m/04wp3s	/people/person/places_lived./people/place_lived/location	/m/02_286
		
		
/m/03m6t5	/people/person/place_of_birth	/m/05ksh
/m/0488g9	/people/deceased_person/place_of_death	/m/030qb3t
		
/m/041rx	/people/ethnicity/people	/m/03xp8d5
		
		
/m/03h_9lg	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01yzhn	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03m2fg	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/027d5g5	/people/person/nationality	/m/03rjj
/m/03x31g	/people/person/languages	/m/03k50
/m/029m83	/people/deceased_person/place_of_death	/m/027l4q
/m/051y1hd	/people/person/nationality	/m/03_r3
/m/04jlgp	/people/person/nationality	/m/02jx1
/m/048z7l	/people/ethnicity/languages_spoken	/m/03hkp
/m/04j0s3	/people/person/nationality	/m/03rk0
		
		
/m/02d42t	/people/person/languages	/m/02h40lc
/m/01vrnsk	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/026670	/people/person/place_of_birth	/m/0281rp
/m/01vrnsk	/people/person/place_of_birth	/m/04lh6
		
/m/02wycg2	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/04p3w	/people/cause_of_death/people	/m/03q95r
		
		
/m/03lt8g	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/02lz1s	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/043gj	/people/person/languages	/m/02h40lc
/m/01x53m	/people/person/employment_history./business/employment_tenure/company	/m/03sc8
/m/02yl42	/people/person/places_lived./people/place_lived/location	/m/059rby
/m/02g5bf	/people/person/nationality	/m/03rk0
/m/01w02sy	/people/person/languages	/m/02h40lc
/m/01vzz1c	/people/person/places_lived./people/place_lived/location	/m/022tq4
		
/m/05d1dy	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/023v4_	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/02tf1y	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/0227tr	/people/person/languages	/m/02h40lc
/m/048z7l	/people/ethnicity/people	/m/0427y
		
		
/m/026v437	/people/person/place_of_birth	/m/02_286
/m/0534v	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/045m1_	/people/person/religion	/m/03_gx
/m/03f2_rc	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03dctt	/people/person/nationality	/m/03rk0
		
/m/01wj9y9	/people/person/religion	/m/03_gx
		
		
/m/02k21g	/people/person/places_lived./people/place_lived/location	/m/030qb3t
		
/m/02k21g	/people/person/spouse_s./people/marriage/spouse	/m/026670
/m/038723	/people/ethnicity/people	/m/01ttg5
/m/02wmbg	/people/person/languages	/m/055qm
/m/04205z	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/0277470	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/05g3ss	/people/person/spouse_s./people/marriage/spouse	/m/02756j
/m/058frd	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/04c636	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02xv8m	/people/person/languages	/m/02h40lc
/m/051x52f	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02h3tp	/people/person/place_of_birth	/m/03l2n
/m/01ty7ll	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03dq9	/people/person/nationality	/m/02jx1
		
/m/041rx	/people/ethnicity/people	/m/052hl
		
/m/04205z	/people/person/nationality	/m/02jx1
/m/041rx	/people/ethnicity/people	/m/02fgpf
		
/m/01w8sf	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/04f7c55	/people/person/sibling_s./people/sibling_relationship/sibling	/m/04d_mtq
/m/024dw0	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01vsykc	/people/person/nationality	/m/02jx1
		
/m/03xb2w	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/045hz5	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/053ksp	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/041rx	/people/ethnicity/people	/m/03f0fnk
/m/0239zv	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02y0js	/people/cause_of_death/people	/m/036jb
		
/m/02633g	/people/person/languages	/m/02h40lc
/m/03w9sgh	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04qvl7	/people/person/nationality	/m/02jx1
/m/01xpxv	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/01vw_dv	/people/person/languages	/m/02h40lc
/m/033tf_	/people/ethnicity/people	/m/046zh
		
/m/04gycf	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02w7gg	/people/ethnicity/people	/m/03f70xs
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/03rjj
		
/m/03fbb6	/people/person/languages	/m/02h40lc
		
/m/04bdzg	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01wsl7c	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01zt10	/people/person/places_lived./people/place_lived/location	/m/04vmp
/m/02rf51g	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02t_v1	/people/person/religion	/m/02vxy_
		
		
/m/0343h	/people/person/languages	/m/02h40lc
/m/02hy5d	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/036jp8	/people/person/places_lived./people/place_lived/location	/m/04ykg
/m/03qkgyl	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04zd4m	/people/deceased_person/place_of_death	/m/059rby
/m/029m83	/people/person/religion	/m/03_gx
/m/02p5hf	/people/person/sibling_s./people/sibling_relationship/sibling	/m/03lmzl
		
/m/022q4j	/people/person/place_of_birth	/m/02_286
/m/02wb6d	/people/person/nationality	/m/0345h
/m/0285c	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01w1kyf	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/041rx	/people/ethnicity/people	/m/03jldb
/m/04rsd2	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04gcd1	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/050zr4	/people/person/languages	/m/02h40lc
/m/022q4j	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/051ysmf	/people/person/place_of_birth	/m/03s0w
/m/0222qb	/people/ethnicity/people	/m/020bg
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/05fly
/m/04rsd2	/people/person/nationality	/m/02jx1
/m/01wttr1	/people/person/languages	/m/03k50
/m/04jzj	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/044kwr	/people/deceased_person/place_of_death	/m/030qb3t
/m/03wpmd	/people/person/place_of_birth	/m/04vmp
		
		
		
/m/0436kgz	/people/person/spouse_s./people/marriage/location_of_ceremony	/m/04jpl
/m/044n3h	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/03gt0c5	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/041rx	/people/ethnicity/people	/m/04hw4b
/m/03wdsbz	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/0275_pj	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/02qy3py	/people/person/nationality	/m/03rk0
		
/m/02mv9b	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/02w7gg	/people/ethnicity/people	/m/03kwtb
		
/m/04xhwn	/people/person/languages	/m/02h40lc
/m/044mfr	/people/person/place_of_birth	/m/030qb3t
/m/03n93	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02s58t	/people/deceased_person/place_of_death	/m/056_y
/m/02knxx	/people/cause_of_death/people	/m/02x0bdb
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/02k54
		
/m/04twmk	/people/person/places_lived./people/place_lived/location	/m/04ly1
		
/m/033tf_	/people/ethnicity/people	/m/0432b
/m/04cmrt	/people/person/languages	/m/03k50
		
		
/m/03flwk	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01wdqrx	/people/person/places_lived./people/place_lived/location	/m/02_286
		
/m/05kwx2	/people/person/nationality	/m/02jx1
/m/038rzr	/people/person/place_of_birth	/m/01vc3y
/m/032w8h	/people/person/spouse_s./people/marriage/location_of_ceremony	/m/02_286
		
		
/m/01vvyd8	/people/person/spouse_s./people/marriage/location_of_ceremony	/m/04n3l
/m/028bs1p	/people/person/place_of_birth	/m/03rk0
/m/02ch1w	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02xgdv	/people/person/languages	/m/03k50
/m/02sdx	/people/person/employment_history./business/employment_tenure/company	/m/01w5m
/m/03bnv	/people/person/place_of_birth	/m/04lh6
		
/m/046lt	/people/person/places_lived./people/place_lived/location	/m/05k7sb
		
/m/05cj4r	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02l6dy	/people/person/languages	/m/02h40lc
		
/m/026c0p	/people/deceased_person/place_of_death	/m/056_y
		
/m/05683p	/people/person/places_lived./people/place_lived/location	/m/05jbn
/m/01vvb4m	/people/person/spouse_s./people/marriage/location_of_ceremony	/m/03gh4
/m/033tf_	/people/ethnicity/people	/m/02qjj7
/m/046zh	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/04mhxx	/people/person/place_of_birth	/m/030qb3t
		
/m/02v49c	/people/person/places_lived./people/place_lived/location	/m/03pzf
/m/021bk	/people/person/place_of_birth	/m/02_286
/m/02ply6j	/people/person/languages	/m/02h40lc
/m/03rl84	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/03dpqd	/people/person/nationality	/m/02jx1
		
/m/03j367r	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/0282x	/people/person/nationality	/m/02jx1
/m/02p5hf	/people/person/spouse_s./people/marriage/location_of_ceremony	/m/02h6_6p
/m/04p3w	/people/cause_of_death/people	/m/01ty7ll
/m/039g82	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01wmcbg	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/03ts0c	/people/ethnicity/people	/m/01vh096
/m/01vzxld	/people/person/places_lived./people/place_lived/location	/m/04523f
		
/m/02q42j_	/people/person/place_of_birth	/m/02jx1
/m/05kh_	/people/person/place_of_birth	/m/02h98sm
		
/m/03gr7w	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04xfb	/people/person/religion	/m/03j6c
		
/m/02g8h	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/04n2vgk	/people/person/languages	/m/02h40lc
/m/047g6	/people/person/religion	/m/03_gx
		
/m/02_p8v	/people/deceased_person/place_of_death	/m/04jpl
		
/m/040nwr	/people/person/nationality	/m/03rk0
		
/m/023mdt	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/04w391	/people/person/religion	/m/03_gx
/m/03xnq9_	/people/person/place_of_birth	/m/030qb3t
/m/02g0rb	/people/person/place_of_birth	/m/02_286
/m/047c9l	/people/person/languages	/m/02h40lc
/m/04fhn_	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/02_fj	/people/deceased_person/place_of_death	/m/030qb3t
/m/02_0d2	/people/person/places_lived./people/place_lived/location	/m/05fkf
/m/03c_pqj	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/026rm_y	/people/person/nationality	/m/0345h
/m/02g0rb	/people/person/spouse_s./people/marriage/spouse	/m/0436kgz
/m/05_2h8	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/0428bc	/people/deceased_person/place_of_death	/m/02_286
		
/m/03hpr	/people/person/religion	/m/03_gx
/m/02t_tp	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01vvyd8	/people/person/religion	/m/051kv
/m/04mvp8	/people/ethnicity/geographic_distribution	/m/03rk0
		
/m/01xsc9	/people/person/place_of_birth	/m/04jpl
/m/02ndbd	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/02jxsq	/people/deceased_person/place_of_death	/m/04vmp
/m/04mvp8	/people/ethnicity/people	/m/046rfv
/m/03f0324	/people/person/religion	/m/03_gx
		
/m/052h3	/people/person/religion	/m/03_gx
/m/041rx	/people/ethnicity/people	/m/02pb53
/m/026sb55	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03n0pv	/people/person/place_of_birth	/m/02_286
/m/01vtj38	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
		
/m/0448r	/people/person/places_lived./people/place_lived/location	/m/04jpl
/m/041rx	/people/ethnicity/people	/m/058kqy
/m/02lp3c	/people/person/place_of_birth	/m/02_286
		
/m/0372kf	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03k1vm	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/041rx	/people/ethnicity/people	/m/047g6
/m/01vl17	/people/person/nationality	/m/03_3d
/m/05dbf	/people/person/languages	/m/02h40lc
/m/02gx2x	/people/ethnicity/languages_spoken	/m/02bv9
		
/m/01vz0g4	/people/person/languages	/m/02h40lc
/m/01vqrm	/people/person/nationality	/m/02k54
		
		
/m/02wmbg	/people/person/languages	/m/02h40lc
/m/0285xqh	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02_l96	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/02w7gg	/people/ethnicity/people	/m/02yxwd
/m/04myfb7	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/0521d_3	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/033tf_	/people/ethnicity/people	/m/03061d
		
/m/04yj5z	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/048z7l	/people/ethnicity/people	/m/05jjl
/m/041rx	/people/ethnicity/people	/m/021bk
/m/045cq	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04fkg4	/people/person/nationality	/m/03rk0
/m/01v6480	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/041mt	/people/person/languages	/m/02h40lc
/m/033tf_	/people/ethnicity/people	/m/0227tr
		
		
/m/04mby	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/044pqn	/people/person/spouse_s./people/marriage/spouse	/m/0241wg
/m/042f1	/people/deceased_person/place_of_death	/m/05jbn
		
/m/02wwwv5	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02q4mt	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/0336mc	/people/person/places_lived./people/place_lived/location	/m/02_286
		
/m/02pq9yv	/people/person/nationality	/m/02jx1
/m/04cmrt	/people/person/languages	/m/02h40lc
/m/034bgm	/people/person/place_of_birth	/m/02_286
/m/03s2y9	/people/person/places_lived./people/place_lived/location	/m/02_286
		
/m/028qyn	/people/person/place_of_birth	/m/030qb3t
		
/m/0372p	/people/deceased_person/place_of_death	/m/03pbf
/m/041rx	/people/ethnicity/people	/m/01w02sy
		
		
/m/02784z	/people/person/religion	/m/03_gx
/m/02jg92	/people/person/spouse_s./people/marriage/spouse	/m/01vtj38
/m/03knl	/people/person/languages	/m/02h40lc
/m/02t_8z	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/053y4h	/people/person/places_lived./people/place_lived/location	/m/059rby
		
		
/m/01w9ph_	/people/person/places_lived./people/place_lived/location	/m/02xry
/m/027vps	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
		
/m/0301bq	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/02nygk	/people/deceased_person/place_of_death	/m/030qb3t
		
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/02dtg
/m/03j149k	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/02bwc7	/people/person/places_lived./people/place_lived/location	/m/04jpl
		
		
/m/02k6hp	/people/cause_of_death/people	/m/02dth1
		
/m/041rx	/people/ethnicity/people	/m/01yb09
		
/m/01vrlr4	/people/deceased_person/place_of_death	/m/02_286
/m/033tf_	/people/ethnicity/people	/m/04bcb1
/m/032w8h	/people/person/languages	/m/02h40lc
		
/m/02ctzb	/people/ethnicity/people	/m/034ls
/m/02h8hr	/people/person/nationality	/m/03_3d
/m/027zz	/people/person/place_of_birth	/m/02cl1
/m/04mhl	/people/person/place_of_birth	/m/030qb3t
/m/028k57	/people/person/religion	/m/03_gx
/m/032xhg	/people/person/religion	/m/03_gx
		
/m/0521d_3	/people/person/place_of_birth	/m/02_286
/m/041rx	/people/ethnicity/languages_spoken	/m/03hkp
		
		
/m/025_ql1	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/01vsy3q	/people/person/places_lived./people/place_lived/location	/m/04jpl
/m/02wcx8c	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
		
/m/034q3l	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02t1cp	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02gvwz	/people/person/nationality	/m/02jx1
/m/02zjd	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03rl84	/people/person/languages	/m/02h40lc
/m/04cmrt	/people/person/place_of_birth	/m/04vmp
		
/m/045n3p	/people/person/languages	/m/02hxcvy
/m/02yplc	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/0261x8t	/people/person/place_of_birth	/m/030qb3t
/m/02pk6x	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/01vs8ng	/people/person/nationality	/m/03_3d
/m/03pmty	/people/person/place_of_birth	/m/02_286
/m/02rrsz	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/02vy5j	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/03pm9	/people/person/nationality	/m/05b4w
/m/02ghq	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/02j8nx	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/03gkn5	/people/person/languages	/m/02h40lc
/m/02bf2s	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/046_v	/people/person/place_of_birth	/m/02_286
/m/027lfrs	/people/deceased_person/place_of_death	/m/04vmp
/m/04t969	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/0276g40	/people/person/nationality	/m/03rk0
/m/044gyq	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/039crh	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
		
/m/0277c3	/people/person/nationality	/m/0345h
/m/03f4w4	/people/person/place_of_birth	/m/04jpl
		
		
		
		
/m/04p3w	/people/cause_of_death/people	/m/04g_wd
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/04llb
/m/044f7	/people/person/places_lived./people/place_lived/location	/m/02_286
/m/037lyl	/people/person/place_of_birth	/m/02_286
/m/0336mc	/people/person/nationality	/m/0345h
/m/03xkps	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/03kbr	/people/ethnicity/people	/m/0276g40
		
		
/m/04cw0n4	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
		
/m/02ynfr	/people/profession/specialization_of	/m/04_tv
/m/01zg98	/people/person/place_of_birth	/m/030qb3t
		
/m/03y2kr	/people/person/places_lived./people/place_lived/location	/m/03s0w
		
/m/01vh18t	/people/person/places_lived./people/place_lived/location	/m/02_286
		
		
/m/02w7gg	/people/ethnicity/people	/m/03d9v8
/m/02vkvcz	/people/person/nationality	/m/02jx1
/m/02_0d2	/people/person/languages	/m/02h40lc
/m/041rx	/people/ethnicity/people	/m/044mfr
/m/0478__m	/people/person/languages	/m/02h40lc
/m/049_zz	/people/person/places_lived./people/place_lived/location	/m/02_286
		
/m/01xzb6	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/047jhq	/people/person/places_lived./people/place_lived/location	/m/02c7tb
/m/04yt7	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/043tg	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/044pqn	/people/person/religion	/m/03j6c
		
		
		
		
		
/m/02_j7t	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/03m6_z	/people/person/languages	/m/02h40lc
/m/03d1y3	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04pqqb	/people/person/nationality	/m/03spz
		
/m/02y0dd	/people/person/nationality	/m/03rt9
		
/m/03m3nzf	/people/person/places_lived./people/place_lived/location	/m/04vmp
/m/041rx	/people/ethnicity/people	/m/027l0b
/m/02r3cn	/people/person/places_lived./people/place_lived/location	/m/04rrd
/m/02x8z_	/people/person/places_lived./people/place_lived/location	/m/030qb3t
/m/02_l96	/people/person/sibling_s./people/sibling_relationship/sibling	/m/030g9z
/m/048z7l	/people/ethnicity/people	/m/01vrt_c
		
/m/0432cd	/people/person/places_lived./people/place_lived/location	/m/04n3l
/m/02tq2r	/people/person/religion	/m/03j6c
		
/m/02ctyy	/people/person/place_of_birth	/m/04vmp
/m/04gnbv1	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
		
/m/037s5h	/people/person/spouse_s./people/marriage/location_of_ceremony	/m/03rjj
/m/041rx	/people/ethnicity/people	/m/01y0y6
/m/01vrx35	/people/person/religion	/m/03_gx
		
/m/059j1m	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/048z7l	/people/ethnicity/people	/m/05bpg3
		
		
/m/023w9s	/people/deceased_person/place_of_death	/m/02_286
/m/041rx	/people/ethnicity/people	/m/020x5r
/m/04bdxl	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04bd8y	/people/person/places_lived./people/place_lived/location	/m/04rrd
/m/02y0js	/people/cause_of_death/people	/m/0379s
/m/01vrx35	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/04107	/people/deceased_person/place_of_death	/m/02_286
/m/02v406	/people/person/religion	/m/04pk9
/m/03vrnh	/people/person/nationality	/m/03rk0
		
/m/04znsy	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
/m/040dv	/people/person/languages	/m/02h40lc
/m/05jm7	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
