0,1,2,3,4
/m/02cm2m,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/02wxvtv,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02pqgt8,/people/person/nationality,/m/03rjj,1.0,1.0
/m/036px,/people/person/spouse_s./people/marriage/spouse,/m/03yf3z,1.0,1.0
/m/02wrrm,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/0219q,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01x72k,/people/person/gender,/m/02zsn,1.0,1.0
/m/01zg98,/people/person/spouse_s./people/marriage/spouse,/m/03f2_rc,1.0,1.0
/m/039crh,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/033tln,/people/person/profession,/m/02krf9,1.0,1.0
/m/02p_ycc,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/04pxcx,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02g3mn,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/049tjg,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/04psf,/people/cause_of_death/people,/m/01vyv9,1.0,1.0
/m/043kzcr,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/024swd,/people/person/profession,/m/03gjzk,1.0,1.0
/m/05cj4r,/people/person/gender,/m/02zsn,1.0,1.0
/m/02w7gg,/people/ethnicity/people,/m/02cpb7,1.0,1.0
/m/021yzs,/people/person/profession,/m/03gjzk,1.0,1.0
/m/03m6t5,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/01vw8mh,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03xb2w,/people/person/languages,/m/02h40lc,1.0,1.0
/m/022p06,/people/deceased_person/place_of_death,/m/030qb3t,1.0,1.0
/m/04205z,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03f6fl0,/people/person/places_lived./people/place_lived/location,/m/05jbn,1.0,1.0
/m/04fcx7,/people/person/profession,/m/02krf9,1.0,1.0
/m/01w724,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/02g7sp,/people/ethnicity/people,/m/01w3lzq,1.0,1.0
/m/02_l96,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/03_l8m,/people/person/gender,/m/02zsn,1.0,1.0
/m/053y4h,/people/person/profession,/m/02krf9,1.0,1.0
/m/03qjlz,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02w7gg,/people/ethnicity/people,/m/054bt3,1.0,1.0
/m/05b_7n,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/058nh2,/people/person/nationality,/m/02jx1,1.0,1.0
/m/0362q0,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03f2_rc,/people/person/languages,/m/02h40lc,1.0,1.0
/m/01vvpjj,/people/person/gender,/m/02zsn,1.0,1.0
/m/04kr63w,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/021lby,/people/person/profession,/m/03gjzk,1.0,1.0
/m/02y0js,/people/cause_of_death/people,/m/045cq,1.0,1.0
/m/02cqbx,/people/deceased_person/place_of_death,/m/030qb3t,1.0,1.0
/m/04cl1,/people/person/profession,/m/03gjzk,1.0,1.0
/m/05bm4sm,/people/person/profession,/m/02tx6q,1.0,1.0
/m/03llf8,/people/person/profession,/m/021wpb,1.0,1.0
/m/01w61th,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/02g3mn,/people/person/gender,/m/02zsn,1.0,1.0
/m/01wc7p,/people/person/gender,/m/02zsn,1.0,1.0
/m/02__94,/people/person/nationality,/m/03rjj,1.0,1.0
/m/026fd,/people/person/profession,/m/02jknp,1.0,1.0
/m/044k8,/people/deceased_person/place_of_death,/m/030qb3t,1.0,1.0
/m/025b5y,/people/person/places_lived./people/place_lived/location,/m/01x73,1.0,1.0
/m/02rmxx,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/022_lg,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02cbs0,/people/person/nationality,/m/02jx1,1.0,1.0
/m/02w7gg,/people/ethnicity/people,/m/02q42j_,1.0,1.0
/m/02mxw0,/people/person/places_lived./people/place_lived/location,/m/04ykg,1.0,1.0
/m/01wyzyl,/people/person/profession,/m/02krf9,1.0,1.0
/m/02r3cn,/people/person/places_lived./people/place_lived/location,/m/04rrd,1.0,1.0
/m/037d35,/people/person/profession,/m/02jknp,1.0,1.0
/m/02_4fn,/people/person/profession,/m/02jknp,1.0,1.0
/m/0432b,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/01vv6_6,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/052h3,/people/deceased_person/place_of_death,/m/02_286,1.0,1.0
/m/02tq2r,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03f5vvx,/people/person/profession,/m/04gc2,1.0,1.0
/m/01vng3b,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03xb2w,/people/person/profession,/m/03gjzk,1.0,1.0
/m/01vw37m,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/01vrlr4,1.0,1.0
/m/02756j,/people/person/sibling_s./people/sibling_relationship/sibling,/m/02ctyy,1.0,1.0
/m/01vxxb,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02zrv7,/people/person/profession,/m/02krf9,1.0,1.0
/m/029ql,/people/person/profession,/m/03gjzk,1.0,1.0
/m/036jp8,/people/person/places_lived./people/place_lived/location,/m/04ykg,1.0,1.0
/m/01wmxfs,/people/person/profession,/m/03gjzk,1.0,1.0
/m/05j12n,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03hy3g,/people/person/places_lived./people/place_lived/location,/m/02cft,1.0,1.0
/m/038b_x,/people/person/place_of_birth,/m/027wvb,1.0,1.0
/m/033tf_,/people/ethnicity/people,/m/032q8q,1.0,1.0
/m/01vrt_c,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01vzxmq,/people/person/languages,/m/02h40lc,1.0,1.0
/m/01x1cn2,/people/person/languages,/m/02h40lc,1.0,1.0
/m/04bgy,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01wp8w7,/people/person/profession,/m/025352,1.0,1.0
/m/05km8z,/people/person/profession,/m/02pjxr,1.0,1.0
/m/050t68,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03w4sh,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01x209s,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/03nbbv,/people/person/profession,/m/04gc2,1.0,1.0
/m/01w23w,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/04cl1,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01vb6z,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/0443y3,/people/person/gender,/m/02zsn,1.0,1.0
/m/02f6s3,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/02zrv7,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/026v_78,/people/person/place_of_birth,/m/030qb3t,1.0,1.0
/m/03_wpf,/people/person/languages,/m/02h40lc,1.0,1.0
/m/01wsl7c,/people/person/places_lived./people/place_lived/location,/m/02m77,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/04pz5c,1.0,1.0
/m/03f1zdw,/people/person/places_lived./people/place_lived/location,/m/05cgv,1.0,1.0
/m/03y82t6,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03s9b,/people/person/spouse_s./people/marriage/spouse,/m/04r7p,1.0,1.0
/m/02jt1k,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/058frd,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/02zrv7,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/025p38,/people/person/nationality,/m/03rk0,1.0,1.0
/m/0261x8t,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/0265z9l,/people/person/nationality,/m/03rk0,1.0,1.0
/m/02ctzb,/people/ethnicity/people,/m/0347db,1.0,1.0
/m/059_w,/people/ethnicity/people,/m/02ts3h,1.0,1.0
/m/053xw6,/people/person/places_lived./people/place_lived/location,/m/02cft,1.0,1.0
/m/02vq8xn,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02lmk,/people/person/nationality,/m/0345h,1.0,1.0
/m/04n65n,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/040696,/people/person/places_lived./people/place_lived/location,/m/030qb3t,1.0,1.0
/m/03bw6,/people/person/religion,/m/03_gx,1.0,1.0
/m/0372p,/people/person/profession,/m/04s2z,1.0,1.0
/m/02n1p5,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/04hcw,/people/person/religion,/m/03_gx,1.0,1.0
/m/03bkbh,/people/ethnicity/people,/m/01vvpjj,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/045cq,1.0,1.0
/m/02d9k,/people/person/profession,/m/01xr66,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/044mfr,1.0,1.0
/m/04lp8k,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03vrp,/people/person/nationality,/m/03rjj,1.0,1.0
/m/044f7,/people/person/profession,/m/02krf9,1.0,1.0
/m/052h3,/people/person/profession,/m/03jgz,1.0,1.0
/m/01y9xg,/people/person/place_of_birth,/m/030qb3t,1.0,1.0
/m/02t_w8,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03xx3m,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/028hc2,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/023n39,/people/person/place_of_birth,/m/02_286,1.0,1.0
/m/0432cd,/people/person/languages,/m/02h40lc,1.0,1.0
/m/01wk51,/people/person/sibling_s./people/sibling_relationship/sibling,/m/023tp8,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/01twdk,1.0,1.0
/m/01yhvv,/people/person/gender,/m/02zsn,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/03cxsvl,1.0,1.0
/m/02cqbx,/people/person/profession,/m/026sdt1,1.0,1.0
/m/03ts0c,/people/ethnicity/people,/m/03d0ns,1.0,1.0
/m/03nk3t,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/050z2,/people/person/nationality,/m/02jx1,1.0,1.0
/m/04ztj,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,/m/0235l,1.0,1.0
/m/01wsl7c,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/021lby,/people/person/place_of_birth,/m/02_286,1.0,1.0
/m/024zq,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01vsyjy,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/043zg,/people/person/profession,/m/03gjzk,1.0,1.0
/m/01vvyc_,/people/person/profession,/m/025sppp,1.0,1.0
/m/03_gd,/people/person/profession,/m/03gjzk,1.0,1.0
/m/02n9k,/people/person/place_of_birth,/m/02_286,1.0,1.0
/m/04ztj,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,/m/02jx1,1.0,1.0
/m/02lgj6,/people/person/nationality,/m/03rjj,1.0,1.0
/m/028d4v,/people/person/gender,/m/02zsn,1.0,1.0
/m/030tjk,/people/person/nationality,/m/02jx1,1.0,1.0
/m/04__f,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03hh89,/people/person/places_lived./people/place_lived/location,/m/030qb3t,1.0,1.0
/m/01w1ywm,/people/deceased_person/place_of_death,/m/02_286,1.0,1.0
/m/05gc0h,/people/person/nationality,/m/03rk0,1.0,1.0
/m/02jyhv,/people/person/gender,/m/02zsn,1.0,1.0
/m/01vsy95,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/031k24,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02l3_5,/people/person/places_lived./people/place_lived/location,/m/02j3w,1.0,1.0
/m/01xhh5,/people/ethnicity/languages_spoken,/m/02hwhyv,1.0,1.0
/m/02778qt,/people/person/profession,/m/03gjzk,1.0,1.0
/m/059t6d,/people/person/languages,/m/02h40lc,1.0,1.0
/m/0418ft,/people/person/gender,/m/02zsn,1.0,1.0
/m/03lmx1,/people/ethnicity/people,/m/03f77,1.0,1.0
/m/04mlmx,/people/person/gender,/m/02zsn,1.0,1.0
/m/02fb1n,/people/person/languages,/m/02h40lc,1.0,1.0
/m/02sjf5,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03hnd,/people/person/place_of_birth,/m/0214m4,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/02fgpf,1.0,1.0
/m/02__94,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02qnbs,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/02xgdv,/people/person/languages,/m/02h40lc,1.0,1.0
/m/03wjb7,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/0311wg,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/037gjc,/people/person/profession,/m/03gjzk,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/01vvdm,1.0,1.0
/m/03y2kr,/people/person/profession,/m/04gc2,1.0,1.0
/m/027rfxc,/people/person/gender,/m/02zsn,1.0,1.0
/m/02clgg,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/01zwy,/people/deceased_person/place_of_burial,/m/03v_5,1.0,1.0
/m/02wmbg,/people/person/languages,/m/055qm,1.0,1.0
/m/01w9mnm,/people/person/nationality,/m/02jx1,1.0,1.0
/m/01vsykc,/people/person/places_lived./people/place_lived/location,/m/030qb3t,1.0,1.0
/m/03yj_0n,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/026b7bz,/people/person/profession,/m/03gjzk,1.0,1.0
/m/05cj4r,/people/person/places_lived./people/place_lived/location,/m/04jpl,1.0,1.0
/m/05dbyt,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02w7gg,/people/ethnicity/people,/m/02cbs0,1.0,1.0
/m/01wf86y,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/02q6cv4,/people/person/profession,/m/03gjzk,1.0,1.0
/m/02wd48,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/032wdd,/people/person/languages,/m/02h40lc,1.0,1.0
/m/04ztj,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,/m/04swd,1.0,1.0
/m/01wg3q,/people/person/place_of_birth,/m/020d8d,1.0,1.0
/m/026c1,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/023nlj,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03kxdw,/people/person/languages,/m/02h40lc,1.0,1.0
/m/01vswwx,/people/person/places_lived./people/place_lived/location,/m/01xd9,1.0,1.0
/m/02byfd,/people/person/places_lived./people/place_lived/location,/m/030qb3t,1.0,1.0
/m/03f0vvr,/people/person/nationality,/m/02jx1,1.0,1.0
/m/01ydzx,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/03_0p,1.0,1.0
/m/04pg29,/people/person/profession,/m/03gjzk,1.0,1.0
/m/03hfxx,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01ynzf,/people/person/profession,/m/03gjzk,1.0,1.0
/m/023tp8,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03_js,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/05km8z,/people/person/nationality,/m/02jx1,1.0,1.0
/m/03f3yfj,/people/person/gender,/m/02zsn,1.0,1.0
/m/02m7r,/people/person/employment_history./business/employment_tenure/company,/m/052nd,1.0,1.0
/m/03w9sgh,/people/person/place_of_birth,/m/02cl1,1.0,1.0
/m/04hqbbz,/people/person/place_of_birth,/m/023vwt,1.0,1.0
/m/0292l3,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/058kqy,/people/person/places_lived./people/place_lived/location,/m/05k7sb,1.0,1.0
/m/02_j8x,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03cp7b3,/people/person/place_of_birth,/m/03h64,1.0,1.0
/m/03jldb,/people/person/languages,/m/02h40lc,1.0,1.0
/m/044mz_,/people/person/spouse_s./people/marriage/spouse,/m/03lvyj,1.0,1.0
/m/028pzq,/people/person/gender,/m/02zsn,1.0,1.0
/m/022qw7,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/025mb_,/people/person/gender,/m/02zsn,1.0,1.0
/m/02fn5,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/0456xp,/people/person/places_lived./people/place_lived/location,/m/04jpl,1.0,1.0
/m/03mszl,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/02qflgv,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/02sh8y,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01w5gg6,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/037w7r,/people/person/gender,/m/02zsn,1.0,1.0
/m/042rnl,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/04bbv7,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03pvt,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/044qx,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/020_95,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/02x8kk,/people/person/sibling_s./people/sibling_relationship/sibling,/m/02x8mt,1.0,1.0
/m/033m23,/people/person/languages,/m/02h40lc,1.0,1.0
/m/034ls,/people/person/religion,/m/02rsw,1.0,1.0
/m/028mc6,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/0309lm,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/01vtmw6,/people/person/places_lived./people/place_lived/location,/m/059rby,1.0,1.0
/m/03y1mlp,/people/person/gender,/m/02zsn,1.0,1.0
/m/04qsdh,/people/person/spouse_s./people/marriage/spouse,/m/01vh18t,1.0,1.0
/m/02z3zp,/people/person/places_lived./people/place_lived/location,/m/030qb3t,1.0,1.0
/m/02gf_l,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/048z7l,/people/ethnicity/people,/m/04z0g,1.0,1.0
/m/0285c,/people/person/languages,/m/02h40lc,1.0,1.0
/m/04wx2v,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/02rmfm,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/04mby,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/01vsps,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/02pb53,1.0,1.0
/m/03sww,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03tdlh,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/04qz6n,/people/person/gender,/m/02zsn,1.0,1.0
/m/02fgp0,/people/person/profession,/m/02hv44_,1.0,1.0
/m/04ns3gy,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/030tj5,/people/person/profession,/m/02krf9,1.0,1.0
/m/055c8,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/024dgj,/people/person/place_of_birth,/m/02m__,1.0,1.0
/m/01vw_dv,/people/person/languages,/m/02h40lc,1.0,1.0
/m/04_jsg,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/04258w,1.0,1.0
/m/049t4g,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/026spg,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03w9sgh,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/033tln,/people/person/languages,/m/02h40lc,1.0,1.0
/m/01xcqc,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/025vl4m,/people/person/profession,/m/03gjzk,1.0,1.0
/m/01xcr4,/people/person/religion,/m/03_gx,1.0,1.0
/m/02g0rb,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/03_1pg,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/028p0,/people/person/place_of_birth,/m/031y2,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/01xg_w,1.0,1.0
/m/01twmp,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/0261x8t,/people/person/place_of_birth,/m/030qb3t,1.0,1.0
/m/05gpy,/people/person/places_lived./people/place_lived/location,/m/05k7sb,1.0,1.0
/m/034rd9,/people/person/gender,/m/02zsn,1.0,1.0
/m/02p8v8,/people/person/religion,/m/021_0p,1.0,1.0
/m/030_3z,/people/person/spouse_s./people/marriage/spouse,/m/02q_cc,1.0,1.0
/m/04yywz,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/030hcs,/people/person/places_lived./people/place_lived/location,/m/02xry,1.0,1.0
/m/03nb5v,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/02mqc4,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/044f7,/people/person/places_lived./people/place_lived/location,/m/02_286,1.0,1.0
/m/04jwp,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/026l37,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03cxsvl,/people/person/profession,/m/02jknp,1.0,1.0
/m/01vrlr4,/people/person/profession,/m/02hv44_,1.0,1.0
/m/02h8hr,/people/person/nationality,/m/03_3d,1.0,1.0
/m/01vrlqd,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/052gzr,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1.0,1.0
/m/041rx,/people/ethnicity/people,/m/05cx7x,1.0,1.0
/m/02tk74,/people/person/nationality,/m/02jx1,1.0,1.0
/m/02q6cv4,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/058vfp4,/people/deceased_person/place_of_death,/m/030qb3t,1.0,1.0
/m/02pk6x,/people/person/profession,/m/02hrh1q,1.0,1.0
/m/03wpmd,/people/person/place_of_birth,/m/04vmp,1.0,1.0
/m/04w1j9,/people/person/place_of_birth,/m/02_286,1.0,1.0
/m/034qg,/people/cause_of_death/people,/m/03d_zl4,1.0,1.0
