id,predicted_label,true_label,sensitive_label,score
/m/04b7xr,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/04pz5c,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0415mzy,/m/0fj9f,/m/0kyk,/m/05zppz,1.0
/m/0hqgp,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0565cz,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0gz5hs,/m/05t4q,/m/0frz0,/m/05zppz,1.0
/m/05txrz,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0hcvy,/m/05snw,/m/0dgd_,/m/05zppz,1.0
/m/08141d,/m/0cbd2,/m/0cbd2,/m/02zsn,1.0
/m/04mn81,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0456xp,/m/0cbd2,/m/0cbd2,/m/02zsn,1.0
/m/04107,/m/05t4q,/m/0cbd2,/m/05zppz,1.0
/m/0948xk,/m/05snw,/m/05snw,/m/05zppz,1.0
/m/06hmd,/m/0fj9f,/m/0cbd2,/m/05zppz,1.0
/m/03vrp,/m/0dgd_,/m/0dgd_,/m/05zppz,1.0
/m/0465_,/m/05snw,/m/05snw,/m/05zppz,1.0
/m/0b13g7,/m/0kyk,/m/0fj9f,/m/05zppz,1.0
/m/03sww,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/05prs8,/m/0kyk,/m/0cbd2,/m/05zppz,1.0
/m/053j4w4,/m/0dgd_,/m/0cbd2,/m/05zppz,1.0
/m/042d1,/m/0dgd_,/m/0fj9f,/m/05zppz,1.0
/m/08n__5,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/07r4c,/m/0frz0,/m/0frz0,/m/02zsn,1.0
/m/085pr,/m/0cbd2,/m/0cbd2,/m/05zppz,1.0
/m/0h0yt,/m/0cbd2,/m/0cbd2,/m/05zppz,1.0
/m/03wh95l,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0h336,/m/0dgd_,/m/0cbd2,/m/05zppz,1.0
/m/049qx,/m/0cbd2,/m/0cbd2,/m/02zsn,1.0
/m/0c408_,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/061zc_,/m/05t4q,/m/0fj9f,/m/05zppz,1.0
/m/03rqww,/m/0dgd_,/m/0dgd_,/m/05zppz,1.0
/m/0ftqr,/m/05snw,/m/05snw,/m/05zppz,1.0
/m/03pmzt,/m/05snw,/m/0frz0,/m/05zppz,1.0
/m/0ff2k,/m/05snw,/m/0frz0,/m/05zppz,1.0
/m/04n65n,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0d0mbj,/m/0dgd_,/m/0frz0,/m/05zppz,1.0
/m/0b7xl8,/m/0cbd2,/m/0fj9f,/m/05zppz,1.0
/m/063_t,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/063b4k,/m/0cbd2,/m/0cbd2,/m/05zppz,1.0
/m/03s9v,/m/0dgd_,/m/0dgd_,/m/05zppz,1.0
/m/0jpdn,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0jcx,/m/0dgd_,/m/0dgd_,/m/05zppz,1.0
/m/07kb5,/m/0fj9f,/m/05t4q,/m/05zppz,1.0
/m/040696,/m/0dgd_,/m/0frz0,/m/05zppz,1.0
/m/04xjp,/m/0cbd2,/m/0cbd2,/m/05zppz,1.0
/m/04bbv7,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/03v0vd,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/09lhln,/m/0dgd_,/m/0dgd_,/m/05zppz,1.0
/m/0f4vbz,/m/0kyk,/m/0cbd2,/m/02zsn,1.0
/m/0b_c7,/m/0fj9f,/m/0fj9f,/m/05zppz,1.0
/m/04bpm6,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0584j4n,/m/0frz0,/m/0cbd2,/m/05zppz,1.0
/m/08qvhv,/m/05snw,/m/0frz0,/m/05zppz,1.0
/m/06vnh2,/m/0fj9f,/m/0kyk,/m/05zppz,1.0
/m/07cbs,/m/05snw,/m/05snw,/m/05zppz,1.0
/m/05zjx,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/0f_y9,/m/05snw,/m/0cbd2,/m/05zppz,1.0
/m/0d3f83,/m/0dgd_,/m/0dgd_,/m/05zppz,1.0
/m/09hd6f,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/04lg6,/m/0cbd2,/m/0frz0,/m/05zppz,1.0
/m/06jkm,/m/05snw,/m/05snw,/m/05zppz,1.0
/m/06pk8,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/058nh2,/m/0cbd2,/m/0frz0,/m/05zppz,1.0
/m/086nl7,/m/05snw,/m/0frz0,/m/05zppz,1.0
/m/05cgy8,/m/0frz0,/m/0frz0,/m/05zppz,1.0
/m/04d2yp,/m/05snw,/m/05snw,/m/05zppz,1.0
/m/04l3_z,/m/0frz0,/m/0frz0,/m/05zppz,1.0
