id,predicted_label,true_label,sensitive_label,score
/m/04vt98,/m/02krf9,/m/02krf9,/m/02jx1,0.7458
/m/044prt,/m/02jknp,/m/02hrh1q,/m/03rk0,0.7497
/m/04ch23,/m/02jknp,/m/02jknp,/m/03rk0,0.7183
/m/01vtqml,/m/03gjzk,/m/03gjzk,/m/02jx1,0.7427
/m/02sjp,/m/055t01,/m/028kk_,/m/03rjj,-0.0683
/m/04y0yc,/m/05dtsb,/m/02hrh1q,/m/03rk0,-0.0735
/m/05jrj4,/m/02hrh1q,/m/028kk_,/m/03rk0,0.6607
/m/02vkvcz,/m/026sdt1,/m/026sdt1,/m/02jx1,0.7414
/m/05hdf,/m/02krf9,/m/02hrh1q,/m/0345h,0.726
/m/01vswx5,/m/04ly1,/m/039v1,/m/02jx1,-0.0718
/m/01tt43d,/m/05cgy8,/m/018gz8,/m/03rjj,-0.0727
/m/02hkv5,/m/02hrh1q,/m/02hrh1q,/m/03rk0,0.7243
/m/026rm_y,/m/04bz7q,/m/02hrh1q,/m/0345h,-0.0655
/m/04yt7,/m/04mvp8,/m/02hrh1q,/m/02jx1,-0.05
/m/04bgy,/m/02hrh1q,/m/02hrh1q,/m/02jx1,0.7125
/m/02lfp4,/m/025352,/m/025352,/m/02jx1,0.7674
/m/03hzkq,/m/02jknp,/m/02jknp,/m/03rk0,0.7346
/m/02784z,/m/02hrh1q,/m/02hrh1q,/m/012m_,0.7144
/m/03f22dp,/m/02jknp,/m/02jknp,/m/03rk0,0.7418
/m/01v42g,/m/03xkps,/m/02hrh1q,/m/02jx1,-0.0986
/m/02lfp4,/m/047c9l,/m/025352,/m/02jx1,-0.1
/m/03k545,/m/02hrh1q,/m/02hrh1q,/m/02jx1,0.6718
/m/02g8h,/m/02hrh1q,/m/02hrh1q,/m/03rt9,0.772
/m/05hdf,/m/04g_wd,/m/02hrh1q,/m/0345h,-0.0491
/m/02756j,/m/04l_pt,/m/02hrh1q,/m/03rk0,-0.0387
/m/05g3ss,/m/02hrh1q,/m/02hrh1q,/m/03rk0,0.7402
/m/02xb2bt,/m/02hrh1q,/m/02hrh1q,/m/02jx1,0.6058
/m/02qnhk1,/m/045hz5,/m/01d_h8,/m/03rk0,-0.0957
/m/02k6rq,/m/02hrh1q,/m/02hrh1q,/m/02jx1,0.6902
/m/03hzkq,/m/02hv44_,/m/02hv44_,/m/03rk0,0.746
/m/05cgy8,/m/02jknp,/m/02jknp,/m/02jx1,0.7321
/m/0415mzy,/m/047f9jp,/m/047rgpy,/m/04wgh,-0.0509
/m/030pr,/m/02jknp,/m/02jknp,/m/03rjj,0.7228
/m/047s_cr,/m/02hrh1q,/m/02hrh1q,/m/03rk0,0.6143
/m/03rgvr,/m/02jknp,/m/02hrh1q,/m/02jx1,0.727
/m/05g3ss,/m/0261m,/m/02hrh1q,/m/03rk0,-0.0581
/m/01vswx5,/m/039v1,/m/039v1,/m/02jx1,0.7221
/m/03f1zdw,/m/02hrh1q,/m/02hrh1q,/m/02jx1,0.6833
/m/03f1zdw,/m/0451j,/m/02hrh1q,/m/02jx1,-0.065
/m/05hdf,/m/02hrh1q,/m/02hrh1q,/m/0345h,0.7189
/m/02vkvcz,/m/04f_d,/m/026sdt1,/m/02jx1,-0.0663
/m/02sjp,/m/028kk_,/m/028kk_,/m/03rjj,0.7207
/m/02756j,/m/02hrh1q,/m/02hrh1q,/m/03rk0,0.726
/m/02784z,/m/04mz10g,/m/02hrh1q,/m/012m_,-0.0556
/m/03t8v3,/m/02hrh1q,/m/02hrh1q,/m/03rk0,0.7003
/m/01tt43d,/m/02krf9,/m/02krf9,/m/03rjj,0.6931
